assemblyID	tracker_sample_name	correctSpecies	CorrectEcotype	lifeHistory	technology	source	complete	duplicated	fraged	missing	clade	subfamily	tribe	subtribe	wrongSample	lowTABASCO	CHList	QCshortread	dupSample	rhizome_PAV	pacbio	compdup
MCRTL053	AT20TN1MCRTL053	Hackelochloa granularis	Pasquet 1113	annual	Illumina	PanAnd	5440	94	54	4	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5534
MCRTL054	AT20TN1MCRTL054	Schizachyrium thollonii	Pasquet 1260	perennial	Illumina	PanAnd	4858	240	489	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5098
MCRTL055	AT20TN1MCRTL055	Hyparrhenia confinis	Michael Jensen; Ib Friis; Menassie Gashaw; Fantahun Simon; Lemessa Keneei B1/19	annual	Illumina	PanAnd	4295	606	687	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4901
MCRTL057	AT20TN1MCRTL057	Andropogon itremoensis	NOP 125	perennial	Illumina	PanAnd	4863	339	384	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5202
MCRTL058	AT20TN1MCRTL058	Andropogon pumilus	K.T.B. Hodd 248	annual	Illumina	PanAnd	3396	1238	949	9	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4634
MCRTL059	AT20TN1MCRTL059	Elymandra archaelymandra	A. Blair Rains 11	annual	Illumina	PanAnd	4886	193	505	8	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5079
MCRTL060	AT20TN1MCRTL060	Schizachyrium spicatum	Elsa MatildeZardini & Tulio Tilleria 38574	perennial	Illumina	PanAnd	5134	184	267	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5318
MCRTL061	AT20TN1MCRTL061	Schizachyrium gresicola	Jacques-Felix 7171	perennial	Illumina	PanAnd	4655	479	457	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5134
MCRTL062	AT20TN1MCRTL062	Schizachyrium fragile	Henkvanderwerff 11529	annual	Illumina	PanAnd	5338	134	112	8	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5472
MCRTL063	AT20TN1MCRTL063	Schizachyrium delicatum	John M. Fay 5914	annual	Illumina	PanAnd	5381	130	76	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5511
MCRTL064	AT20TN1MCRTL064	Hyparrhenia involucrata	Fay 5796	annual	Illumina	PanAnd	4409	518	660	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4927
MCRTL065	AT20TN1MCRTL065	Andropogon ivorensis	H. Jacques-Felix 8602	perennial	Illumina	PanAnd	3977	589	1021	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4566
MCRTL066	AT20TN1MCRTL066	Schizachyrium thollonii	L. Liben 3613	perennial	Illumina	PanAnd	5151	203	232	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5354
MCRTL067	AT20TN1MCRTL067	Hyparrhenia umbrosa	A.J.M. Leeuwenberg 8667	perennial	Illumina	PanAnd	2573	1939	1077	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4512
MCRTL068	AT20TN1MCRTL068	Anatherum longiberbe	C.S. Campbell 4091	perennial	Illumina	PanAnd	3076	88	2421	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3164
MCRTL069	AT20TN1MCRTL069	Schizachyrium microstachyum	Kendall Lee 39	perennial	Illumina	PanAnd	4934	171	480	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5105
Mlu_assembly		Miscanthus lutarioriparius		perennial	PromethION	NCBI	467	5118	5	2	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5585
MorexV3_pseudomolecules_assembly		Hordeum vulgare	vulgare	annual	PacBio	NCBI	4540	588	265	199	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5128
MPB_Lper_Kyuss_1697		Lolium perenne	Kyuss_39	perennial	Oxford Nanopore PromethION; Illumina NovaSeq	NCBI	4541	653	227	171	BOP	Pooideae	Poeae	Loliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5194
MQ-UA-ANU_Oaus-KR_2.0		Oryza australiensis	KR-Keep River_1	perennial	Oxford Nanopore MinION	NCBI	4837	456	178	121	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5293
Msac_v3		Miscanthus sacchariflorus	Robustus 297	perennial	Illumina HiSeq	NCBI	3141	1666	767	18	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4807
Msinensis_497_v7.0		Miscanthus sinensis	DH1_GR-2011-001	perennial	Illumina	JGI	694	4898	0	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5592
MSU_Enin_2.1		Eragrostis nindensis	2366_JP_En_410063_0001	perennial	PacBio	NCBI	922	4566	63	41	PACMAD	Chloridoideae	Eragrostideae	Eragrostidinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5488
O._rufipogonIRGC106523RS1		Oryza rufipogon	IRGC 106523-1	perennial	PacBio Sequel; Illumina	NCBI	4477	844	183	88	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5321
Oat_OT3098_v2		Avena sativa		annual	PacBio	NCBI	100	5144	202	146	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5244
ObarRS3		Oryza barthii		annual	PacBio	NCBI	4873	442	185	92	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5315
ObraRS2		Oryza brachyantha		annual	PacBio	NCBI	4856	409	204	123	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5265
OcoaRS1		Oryza coarctata	Sudarban	perennial	PacBio	NCBI	565	4777	162	88	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5342
OglaRS2		Oryza glaberrima		annual	PacBio	NCBI	4867	444	188	93	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5311
OgluRS3		Oryza glumipatula		annual or perennial	PacBio	NCBI	4864	454	182	92	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5318
OmerRS3		Oryza meridionalis	OR44 (W2112)	annual	PacBio	NCBI	4761	517	192	122	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5278
OnivRS2		Oryza nivara		annual	PacBio	NCBI	4759	561	183	89	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5320
OpunRS2		Oryza punctata		perennial	PacBio	NCBI	4861	454	171	106	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5315
OrCoar_V1		Oryza coarctata	TKM-2016	perennial	Illumina HiSeq; Oxford Nanopore	NCBI	1396	3936	171	89	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5332
Oropetium_capense		Oropetium capense		perennial	Pacbio	CoGE	5178	227	96	91	PACMAD	Chloridoideae	Cynodonteae	Tripogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5405
Oropetium_genomic_20141112		Oropetium thomaeum		annual	PacBio	NCBI	4964	444	92	92	PACMAD	Chloridoideae	Cynodonteae	Tripogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5408
Oryza_grandiglumis		Oryza grandiglumis	merged	annual	Illumina	SRA	789	3701	1024	78	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4490
Oryza_latifolia		Oryza latifolia	merged	perennial	Illumina	SRA	837	3573	1110	72	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4410
Oryza_longiglumis		Oryza longiglumis	merged	perennial	Illumina	SRA	791	4060	664	77	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4851
Oryza_officinalis_v1.0		Oryza officinalis	W0002	perennial	Illumina HiSeq2500; Pacific Bio RSII	NCBI	4835	496	167	94	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5331
Oryza_rhizomatis		Oryza rhizomatis	merged	perennial	Illumina	SRA	4618	426	451	97	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5044
Os132278RS1		Oryza sativa	Japonica	annual	PacBio Sequel; Illumina	NCBI	4872	438	192	90	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5310
Os132424RS1		Oryza sativa	Indica	annual	PacBio Sequel; Illumina	NCBI	4877	444	183	88	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5321
P.vaginatum_v3.1		Paspalum vaginatum		perennial	PacBio Sequel I	NCBI	5143	390	29	30	PACMAD	Panicoideae	Paspaleae	Paspalinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5533
P.virgatum_v5		Panicum virgatum	AP13	perennial	PACBIO Sequel	NCBI	203	5367	14	8	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5570
pearl_millet_23DB_ONT_assembly		Cenchrus americanus		annual	ONT	NCBI	5346	152	41	53	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5498
PHallii_v3.1		Panicum hallii	FIL2	perennial	PACBIO SEQUEL; Illumina HISeq; MOLECULO	NCBI	5461	106	12	13	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5567
PhalliiHAL_v2.1		Panicum hallii	hallii_HAL2	perennial	PACBIO SEQUEL; Illumina HISeq	NCBI	5456	108	10	18	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5564
Phragmites_karka		Phragmites karka	merged	perennial	Illumina	SRA	2113	1879	1591	9	PACMAD	Arundinoideae	Molinieae	Molininae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3992
Phyllostachys_bambusoides		Phyllostachys bambusoides	merged	perennial	Illumina	SRA	2374	2178	999	41	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4552
Phyllostachys_heteroclada		Phyllostachys heteroclada	merged	perennial	Illumina	SRA	2400	1930	1219	43	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4330
Phyllostachys_nigra		Phyllostachys nigra	merged	perennial	Illumina	SRA	2331	1885	1335	41	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4216
Pi-Clark-DRAFT-PanAnd-1.0		Pogonatherum paniceum	Clark	perennial	PacBio	PanAnd	5200	257	53	82	PACMAD	Panicoideae	Andropogoneae	Germainiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5457
PI306540_Tmono		Triticum monococcum	PI 306540	annual	PacBio Sequel	NCBI	4157	1002	254	179	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5159
Poa_infirma		Poa infirma		annual	Pacbio	CoGE	4557	568	280	187	BOP	Pooideae	Poeae	Poinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5125
Poa_pratensis_v1		Poa pratensis		perennial	PacBio SEQUEL; Bionano	NCBI	54	5276	148	114	BOP	Pooideae	Poeae	Poinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5330
Poa_supina		Poa supina		perennial	Pacbio	CoGE	4459	657	269	207	BOP	Pooideae	Poeae	Poinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5116
Puccinellia_tenuiflora_refer_1.0		Puccinellia tenuiflora		perennial	PacBio; Illumina	NCBI	3531	1177	400	484	BOP	Pooideae	Poeae	Coleanthinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	4708
Rabiosa_unphased_assembly		Lolium multiflorum	Rabiosa_02402/16	annual	Oxford Nanopore	NCBI	3564	1449	283	296	BOP	Pooideae	Poeae	Loliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5013
Rr-Malcomber3106-DRAFT-PanAnd-1.0		Rhytachne rottboellioides	Malcomber3106	perennial	PacBio	PanAnd	325	5243	12	12	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5568
RSA5-3		Alloteropsis semialata	RSA5-03	perennial	Illumina HiSeq; PacBio	NCBI	4572	584	246	190	PACMAD	Panicoideae	Paniceae	Boivinellinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5156
Rt-Layton_Zhong169-DRAFT-PanAnd-1.0		Rottboellia tuberculosa	Layton & Zhong 169	perennial	PacBio	PanAnd	5378	198	10	6	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5576
Rye_Lo7_2018_v1p1p1		Secale cereale		annual	Illumina NovaSeq; Illumina HiSeq2000; Illumina HiSeq2500; Illumina HiSeqX; Illumina HiSeq4000	NCBI	3854	1295	254	189	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5149
Salk_teff_dabbi_3.0		Eragrostis tef	Dabbi	annual	PacBio RSII; Illumina HiSeq	NCBI	134	5398	39	21	PACMAD	Chloridoideae	Eragrostideae	Eragrostidinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5532
SCIS-JNU_Pcoar_1.0		Oryza coarctata	MJ-PcWGS01	perennial	Illumina HiSeq; Illumina MiSeq	NCBI	1577	3738	190	87	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5315
Setaria_italica_v2.0		Setaria italica	Yugu1	annual	ABI 3739	NCBI	5592	0	0	0	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5592
Setaria_viridis_v2.0		Setaria viridis	A10	annual	PacBio Sequel	NCBI	5573	15	2	2	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5588
Sm-PI203595-DRAFT-PanAnd-1.0		Schizachyrium microstachyum	PI203595	perennial	PacBio	PanAnd	5251	326	8	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5577
Sn-CAM1369-DRAFT-PanAnd-1.0		Sorghastrum nutans	CAM1369	perennial	PacBio	PanAnd	105	5474	5	8	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5579
Sorghum_bicolor_NCBIv3		Sorghum bicolor	BTx623	annual	Sanger; Illumina	NCBI	5592	0	0	0	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5592
Sorghum_brachypodum		Sorghum brachypodum	merged	annual	Illumina	SRA	3337	590	1658	7	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3927
Sorghum_halepense		Sorghum halepense	merged	perennial	Illumina	SRA	5089	305	197	1	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5394
Sorghum_leiocladum		Sorghum leiocladum	merged	perennial	Illumina	SRA	4202	859	528	3	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5061
Sorghum_purpureosericeum		Sorghum purpureosericeum	merged	annual	Illumina	SRA	4940	223	419	10	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5163
Sporobolus_pyramidalis		Sporobolus pyramidalis		perennial	PacBio_Illumina	CoGE	265	5181	85	61	PACMAD	Chloridoideae	Zoysieae	Sporobolinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5446
Sporobolus_stapfianus		Sporobolus stapfianus		perennial	PacBio_Illumina	CoGE	823	4625	86	58	PACMAD	Chloridoideae	Zoysieae	Sporobolinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5448
SRR12113330		Schizostachyum dumetorum		perennial	Illumina	SRA	2275	2644	620	53	BOP	Bambusoideae	Bambuseae	Melocanninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4919
SRR12113912		Phyllostachys nidularia		perennial	Illumina	SRA	2223	1914	1414	41	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4137
SRR13484808		Triticum timopheevii		annual	Illumina	SRA	1148	2614	1653	177	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3762
SRR13627099		Bambusa albolineata		perennial	other_shortread	SRA	2249	832	2467	44	BOP	Bambusoideae	Bambuseae	Bambusinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3081
SRR14867315		Avena maroccana		annual	other_shortread	SRA	587	3818	1022	165	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4405
SRR14914973		Avena ventricosa		annual	Illumina	SRA	4239	775	391	187	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5014
SRR14924115		Avena murphyi		annual	other_shortread	SRA	566	3885	978	163	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4451
SRR15096507		Avena barbata		annual	other_shortread	SRA	2102	1474	1820	196	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3576
SRR15440587		Secale sylvestre		annual	other_shortread	SRA	3555	353	1457	227	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3908
SRR17037945		Amblyopyrum muticum			Illumina	SRA	3185	1021	1197	189	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4206
SRR18367042		Phyllostachys dulcis		perennial	Illumina	SRA	2445	2381	727	39	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4826
SRR18367053		Phyllostachys viridiglaucescens		perennial	Illumina	SRA	2403	2465	683	41	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4868
SRR23019076		Avena byzantina		annual	other_shortread	SRA	2098	886	2415	193	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	2984
SRR23019086		Avena nuda		annual	other_shortread	SRA	2223	1074	2116	179	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3297
SRR23019232		Avena sterilis		annual	other_shortread	SRA	2220	877	2311	184	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3097
SRR23019254		Avena fatua		annual	other_shortread	SRA	2952	525	1908	207	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3477
SRR7121569		Neyraudia reynaudiana		perennial	other_shortread	SRA	1172	3514	895	11	PACMAD	Chloridoideae	Triraphideae	Triraphidinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4686
SRR7121595		Chloris barbata		annual or perennial	other_shortread	SRA	631	4497	434	30	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5128
SRR7121923		Cenchrus qianningensis			other_shortread	SRA	1251	3539	801	1	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4790
SRR7121975		Saccharum longisetosum		perennial	other_shortread	SRA	1590	2782	1220	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4372
SRR8208363		Cleistogenes squarrosa		perennial	Illumina	SRA	1081	4272	223	16	PACMAD	Chloridoideae	Cynodonteae	Orininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5353
Ss-CAM1384-DRAFT-PanAnd-1.0		Schizachyrium scoparium	CAM1384	perennial	PacBio	PanAnd	38	5547	3	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5585
Sspon.HiC_chr_asm		Saccharum spontaneum	AP85-441	perennial	Illumina; PacBio RSII	NCBI	24	5568	0	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5592
Sugarcane_genome		Saccharum spontaneum	GXS87-16	perennial	PacBio	NCBI	1157	4183	201	51	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5340
Svevo.v1		Triticum turgidum	durum	annual	Illumina	NCBI	305	4913	216	158	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5218
TAN1-04B		Alloteropsis semialata	TAN1-04	perennial	Illumina HiSeq; PacBio	NCBI	4741	598	140	113	PACMAD	Panicoideae	Paniceae	Boivinellinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5339
TB65v1		Oryza barthii	LB120	annual	Illumina HiSeq	NCBI	4597	387	474	134	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4984
Td-FL_9056069_6-REFERENCE-PanAnd-2.0a		Tripsacum dactyloides	FL_South	perennial	PacBio	PanAnd	3249	2333	8	2	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5582
Td-KS_B6_1-REFERENCE-PanAnd-2.0a		Tripsacum dactyloides	KS_North	perennial	PacBio	PanAnd	3214	2367	10	1	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5581
Td-McKain334_5-DRAFT-PanAnd-1.0		Tripsacum dactyloides	McKain	perennial	PacBio	PanAnd	415	5168	5	4	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5583
Te-Pasquet1246-DRAFT-PanAnd-1.0		Thelepogon elegans	Pasquet1246	annual	PacBio	PanAnd	214	5356	12	10	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5570
Tintermedium_770_v3.0		Thinopyrum intermedium		perennial	Pacbio	JGI	77	5198	176	141	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5275
Tripidium_ravennae		Tripidium ravennae	merged	perennial	Illumina	SRA	5287	86	219	0	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5373
Tripogon_filiformis		Tripogon filiformis		perennial	Pacbio	CoGE	5132	270	103	87	PACMAD	Chloridoideae	Cynodonteae	Tripogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5402
Triticum_aestivum_Claire_EIv1.1		Triticum aestivum		annual	Illumina HiSeq 2500	NCBI	139	5103	201	149	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5242
Triticum_petropavlovskyi		Triticum petropavlovskyi	merged	annual	Illumina	SRA	1279	2244	1910	159	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3523
Tt-AUB21_1-DRAFT-PanAnd-1.0		Themeda triandra	AUB21	perennial	PacBio	PanAnd	574	5010	6	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5584
Tu2.1		Triticum urartu	G1812	annual	Illumina HiSeq; PacBio	NCBI	3521	1278	391	402	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	4799
TX2783		Sorghum bicolor		annual	PacBio	NCBI	5587	5	0	0	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5592
Ud-Pasquet1171-DRAFT-PanAnd-1.0		Urelytrum digitatum	Pasquet1171	perennial	PacBio	PanAnd	9	5575	5	3	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5584
Urochloa_brizantha		Urochloa brizantha	merged	perennial	Illumina	SRA	2525	1719	1348	0	PACMAD	Panicoideae	Paniceae	Melinidinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4244
Vc-Pasquet1098-DRAFT-PanAnd-1.0		Vossia cuspidata	Pasquet1098	perennial	PacBio	PanAnd	46	5538	7	1	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5584
WEW_v2.1		Triticum dicoccoides	Zavitan_Atlit2015	annual	Illumina HiSeq	NCBI	203	5014	224	151	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5217
